"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-344"	"HDZ-344-E1"	"HDZ-344-S316"	"sample extracted and sequenced"	"hdz14"	17	17	NA	NA	NA	NA	11488	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	28	"HDZ Keepers"	""	2024-03-09	"Warble"	"yes"
"HDZ-382"	"HDZ-382-E1"	"HDZ-382-S328"	"sample extracted and sequenced"	"hdz15"	6	6	NA	NA	NA	NA	5409	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	9.7	"HDZ Keepers"	""	2024-03-09	"Warble"	"yes"
"HDZ-321"	"HDZ-321-E1"	"HDZ-321-S132"	"sample extracted and sequenced"	"hdz6"	17	17	NA	NA	NA	NA	19819	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	29	"HDZ Keepers"	""	2024-03-10	"Culi"	"yes"
"HDZ-338"	"HDZ-338-E1"	"HDZ-338-S161"	"sample extracted and sequenced"	"hdz7"	23	23	NA	NA	NA	NA	8907	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-11	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	69	"HDZ Keepers"	""	2024-03-10	"Warble"	"yes"
"HDZ-384"	"HDZ-384-E1"	"HDZ-384-S261"	"sample extracted and sequenced"	"hdz12"	8	8	NA	NA	NA	NA	5254	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	41	"HDZ Keepers"	""	2024-03-11	"Culi"	"yes"
"HDZ-347"	"HDZ-347-E1"	"HDZ-347-S318"	"sample extracted and sequenced"	"hdz14"	19	19	NA	NA	NA	NA	7550	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-03-11	"Culi"	"yes"
"HDZ-343"	"HDZ-343-E1"	"HDZ-343-S172"	"sample extracted and sequenced"	"hdz8"	11	11	NA	NA	NA	NA	3929	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-18	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	51	"HDZ Keepers"	""	2024-03-11	"Warble"	"yes"
"HDZ-396"	"HDZ-396-E1"	"HDZ-396-S273"	"sample extracted and sequenced"	"hdz12"	20	20	NA	NA	NA	NA	5265	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	""	2024-03-12	"Culi"	"yes"
"HDZ-409"	"HDZ-409-E1"	"HDZ-409-S339"	"sample extracted and sequenced"	"hdz15"	17	17	NA	NA	NA	NA	18534	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	""	2024-03-12	"Warble"	"yes"
"HDZ-345"	"HDZ-345-E1"	"HDZ-345-S258"	"sample extracted and sequenced"	"hdz12"	5	5	NA	NA	NA	NA	5214	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-08	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	69	"HDZ Keepers"	""	2024-03-13	"Culi"	"yes"
"HDZ-346"	"HDZ-346-E1"	"HDZ-346-S317"	"sample extracted and sequenced"	"hdz14"	18	18	NA	NA	NA	NA	9664	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	26	"HDZ Keepers"	""	2024-03-13	"Warble"	"yes"
"HDZ-221"	"HDZ-221-E1"	"HDZ-221-S90"	"sample extracted and sequenced"	"hdz4"	21	21	2	42	25.2	1.64	8526	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-02	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	76	"HDZ Keepers"	""	2024-03-14	"Culi"	"yes"
"HDZ-210"	"HDZ-210-E1"	"HDZ-210-S105"	"sample extracted and sequenced"	"hdz5"	13	13	2	NA	NA	2.07	7222	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	38	"HDZ Keepers"	""	2024-03-14	"Warble"	"yes"
"HDZ-385"	"HDZ-385-E1"	"HDZ-385-S262"	"sample extracted and sequenced"	"hdz12"	9	9	NA	NA	NA	NA	4230	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	87	"HDZ Keepers"	""	2024-03-14	"Warble"	"yes"
"HDZ-408"	"HDZ-408-E1"	"HDZ-408-S338"	"sample extracted and sequenced"	"hdz15"	16	16	NA	NA	NA	NA	14550	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	63	"HDZ Keepers"	""	2024-03-15	"Culi"	"yes"
"HDZ-407"	"HDZ-407-E1"	"HDZ-407-S337"	"sample extracted and sequenced"	"hdz15"	15	15	NA	NA	NA	NA	7139	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	18	"HDZ Keepers"	"Sample is very red"	2024-03-15	"Warble"	"yes"
"HDZ-219"	"HDZ-219-E1"	"HDZ-219-S81"	"sample extracted and sequenced"	"hdz4"	12	12	1	42	25.2	4.43	13064	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-02	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	37	"HDZ Keepers"	""	2024-03-16	"Culi"	"yes"
"HDZ-220"	"HDZ-220-E1"	"HDZ-220-S85"	"sample extracted and sequenced"	"hdz4"	16	16	3	42	25.2	1.51	11676	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-02	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	42	"HDZ Keepers"	""	2024-03-17	"Culi"	"yes"
"HDZ-393"	"HDZ-393-E1"	"HDZ-393-S270"	"sample extracted and sequenced"	"hdz12"	17	17	NA	NA	NA	NA	9422	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	29	"HDZ Keepers"	""	2024-03-17	"Warble"	"yes"
"HDZ-348"	"HDZ-348-E1"	"HDZ-348-S259"	"sample extracted and sequenced"	"hdz12"	6	6	NA	NA	NA	NA	5918	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-08	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	33	"HDZ Keepers"	""	2024-03-18	"Culi"	"yes"
"HDZ-340"	"HDZ-340-E1"	"HDZ-340-S326"	"sample extracted and sequenced"	"hdz15"	4	4	NA	NA	NA	NA	12526	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	35	"HDZ Keepers"	""	2024-03-18	"Warble"	"yes"
"HDZ-392"	"HDZ-392-E1"	"HDZ-392-S269"	"sample extracted and sequenced"	"hdz12"	16	16	NA	NA	NA	NA	6103	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	7.3	"HDZ Keepers"	""	2024-03-19	"Culi"	"yes"
"HDZ-341"	"HDZ-341-E1"	"HDZ-341-S170"	"sample extracted and sequenced"	"hdz8"	9	9	NA	NA	NA	NA	9746	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-18	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	57	"HDZ Keepers"	""	2024-03-20	"Culi"	"yes"
"HDZ-349"	"HDZ-349-E1"	"HDZ-349-S173"	"sample extracted and sequenced"	"hdz8"	12	12	NA	NA	NA	NA	10704	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-19	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	86	"HDZ Keepers"	""	2024-03-20	"Warble"	"yes"
"HDZ-229"	"HDZ-229-E1"	"HDZ-229-S130"	"sample extracted and sequenced"	"hdz6"	15	15	NA	NA	NA	NA	6947	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	96	"HDZ Keepers"	""	2024-03-21	"Culi"	"yes"
"HDZ-218"	"HDZ-218-E1"	"HDZ-218-S204"	"sample extracted and sequenced"	"hdz9"	20	20	NA	NA	NA	NA	8712	"AWN500"	"PL8-9"	"PL009"	2024-08-16	2024-08-16 18:56:41.056086	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-05-02	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	58	"HDZ Keepers"	""	2024-03-21	"Warble"	"yes"
"HDZ-211"	"HDZ-211-E1"	"HDZ-211-S106"	"sample extracted and sequenced"	"hdz5"	14	14	4	NA	NA	0.976	3664	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	24	"HDZ Keepers"	""	2024-03-22	"Culi"	"yes"
"HDZ-406"	"HDZ-406-E1"	"HDZ-406-S336"	"sample extracted and sequenced"	"hdz15"	14	14	NA	NA	NA	NA	12525	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	38	"HDZ Keepers"	""	2024-03-22	"Warble"	"yes"
"HDZ-405"	"HDZ-405-E1"	"HDZ-405-S335"	"sample extracted and sequenced"	"hdz15"	13	13	NA	NA	NA	NA	12541	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	39	"HDZ Keepers"	""	2024-03-23	"Culi"	"yes"
"HDZ-391"	"HDZ-391-E1"	"HDZ-391-S268"	"sample extracted and sequenced"	"hdz12"	15	15	NA	NA	NA	NA	7376	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	45	"HDZ Keepers"	""	2024-03-23	"Warble"	"yes"
"HDZ-350"	"HDZ-350-E1"	"HDZ-350-S174"	"sample extracted and sequenced"	"hdz8"	13	13	NA	NA	NA	NA	14471	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-19	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	8.4	"HDZ Keepers"	""	2024-03-24	"Culi"	"yes"
"HDZ-316"	"HDZ-316-E1"	"HDZ-316-S256"	"sample extracted and sequenced"	"hdz12"	3	3	NA	NA	NA	NA	6669	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-08	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	79	"HDZ Keepers"	""	2024-03-24	"Warble"	"yes"
"HDZ-224"	"HDZ-224-E1"	"HDZ-224-S123"	"sample extracted and sequenced"	"hdz6"	8	8	NA	NA	NA	NA	16298	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-20	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	66	"HDZ Keepers"	""	2024-03-25	"Culi"	"yes"
"HDZ-223"	"HDZ-223-E1"	"HDZ-223-S122"	"sample extracted and sequenced"	"hdz6"	7	7	NA	NA	NA	NA	7629	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-20	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	77	"HDZ Keepers"	""	2024-03-25	"Warble"	"yes"
"HDZ-390"	"HDZ-390-E1"	"HDZ-390-S267"	"sample extracted and sequenced"	"hdz12"	14	14	NA	NA	NA	NA	5136	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	18	"HDZ Keepers"	""	2024-03-26	"Culi"	"yes"
"HDZ-217"	"HDZ-217-E1"	"HDZ-217-S89"	"sample extracted and sequenced"	"hdz4"	20	20	4	42	25.2	1.15	7463	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-02	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	72	"HDZ Keepers"	""	2024-03-26	"Warble"	"yes"
"HDZ-215"	"HDZ-215-E1"	"HDZ-215-S108"	"sample extracted and sequenced"	"hdz5"	16	16	3	NA	NA	1.38	7106	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	11	"HDZ Keepers"	""	2024-03-27	"Culi"	"yes"
"HDZ-228"	"HDZ-228-E1"	"HDZ-228-S129"	"sample extracted and sequenced"	"hdz6"	14	14	NA	NA	NA	NA	13340	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	67	"HDZ Keepers"	""	2024-03-27	"Warble"	"yes"
"HDZ-212"	"HDZ-212-E1"	"HDZ-212-S250"	"sample extracted and sequenced"	"hdz11"	20	20	NA	NA	NA	NA	3675	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-06-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	42	"HDZ Keepers"	""	2024-03-27	"Warble"	"yes"
"HDZ-404"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HDZ Keepers"	"2nd Warble sample for this date, DNA/RNA Shield is a little yellow, but uncertain if there is actual sample "	2024-03-27	"Warble"	"yes"
"HDZ-227"	"HDZ-227-E1"	"HDZ-227-S128"	"sample extracted and sequenced"	"hdz6"	13	13	NA	NA	NA	NA	8954	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	44	"HDZ Keepers"	""	2024-03-29	"Culi"	"yes"
"HDZ-216"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HDZ Keepers"	""	2024-03-29	"Warble"	"yes"
"HDZ-226"	"HDZ-226-E1"	"HDZ-226-S124"	"sample extracted and sequenced"	"hdz6"	9	9	NA	NA	NA	NA	18622	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-20	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	42	"HDZ Keepers"	""	2024-03-30	"Culi"	"yes"
"HDZ-403"	"HDZ-403-E1"	"HDZ-403-S334"	"sample extracted and sequenced"	"hdz15"	12	12	NA	NA	NA	NA	13154	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	4.1	"HDZ Keepers"	""	2024-03-30	"Warble"	"yes"
"HDZ-213"	"HDZ-213-E1"	"HDZ-213-S107"	"sample extracted and sequenced"	"hdz5"	15	15	3	NA	NA	1.34	5232	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	31	"HDZ Keepers"	""	2024-03-31	"Unknown"	"no"
"HDZ-402"	"HDZ-402-E1"	"HDZ-402-S333"	"sample extracted and sequenced"	"hdz15"	11	11	NA	NA	NA	NA	12800	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	20	"HDZ Keepers"	""	2024-03-31	"Warble"	"yes"
"HDZ-388"	"HDZ-388-E1"	"HDZ-388-S265"	"sample extracted and sequenced"	"hdz12"	12	12	NA	NA	NA	NA	8012	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	63	"HDZ Keepers"	"Warble vulva swollen"	2024-04-01	"Culi"	"yes"
"HDZ-387"	"HDZ-387-E1"	"HDZ-387-S264"	"sample extracted and sequenced"	"hdz12"	11	11	NA	NA	NA	NA	6919	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	46	"HDZ Keepers"	"Warble vulva swollen"	2024-04-01	"Warble"	"yes"
